07/31/16 21:27:39 | I | checking fishing fatigue
07/31/16 21:28:50 | D | status changed to fishing
07/31/16 21:29:03 | D | outgoing fishing action: 100B7503A4CD0500000000005E05020000000000
07/31/16 21:29:04 | D | incoming fish hooked: 36087503A4CD05005E052C9C06055E05
07/31/16 21:29:04 | D | incoming fish info: 150D76036F090C006F000A0040016E002900000018000000
07/31/16 21:29:04 | I | catching fish in 5.65 seconds
07/31/16 21:29:04 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:29:10 | W | sending catch command
07/31/16 21:29:10 | D | outgoing fishing action: 100B0000A4CD0500000000005E05030018000000
07/31/16 21:29:10 | D | incoming fish caught: 27388503A4CD05005E054B9C04000000311100000700000000000000000000004B656E7361690000000000000000000004000000430100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:29:10 | I | updating fishing fatigue
07/31/16 21:29:10 | D | catches until fatigued: 194
07/31/16 21:29:10 | I | updating fish database
07/31/16 21:29:10 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:29:16 | D | outgoing fishing action: 100B9403A4CD0500000000005E05040000000000
07/31/16 21:29:18 | D | status changed to idle
07/31/16 21:29:18 | I | casting in 7.44 seconds
07/31/16 21:29:25 | I | checking fishing fatigue
07/31/16 21:29:25 | I | catches until fatigued: 194
07/31/16 21:29:25 | I | checking equipped fishing rod
07/31/16 21:29:25 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:29:25 | I | checking inventory space
07/31/16 21:29:25 | D | inventory count: 70, max: 80
07/31/16 21:29:25 | I | checking equipped bait
07/31/16 21:29:25 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:29:25 | W | casting fishing rod
07/31/16 21:29:25 | D | outgoing fish command: 1A0EAA03A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:29:26 | D | status changed to fishing
07/31/16 21:29:40 | D | outgoing fishing action: 100BCE03A4CD0500000000005E05020000000000
07/31/16 21:29:40 | D | incoming fish hooked: 3608CE03A4CD05005E052C9C06000000
07/31/16 21:29:41 | D | incoming fish info: 150DCF036F090C006F000A0040016E002900000018000000
07/31/16 21:29:41 | I | catching fish in 4.58 seconds
07/31/16 21:29:41 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:29:45 | W | sending catch command
07/31/16 21:29:45 | D | outgoing fishing action: 100B0000A4CD0500000000005E05030018000000
07/31/16 21:29:46 | D | incoming fish caught: 2738DB03A4CD05005E054B9C04000000311100000500000000000000000000004B656E73616900000000000000000000003838FB000020000000000020A0030000376E1B0000000000000000000000000000000000000000000400000100000000000000000000000000000000000000
07/31/16 21:29:46 | I | updating fishing fatigue
07/31/16 21:29:46 | D | catches until fatigued: 193
07/31/16 21:29:46 | I | updating fish database
07/31/16 21:29:46 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:29:52 | D | outgoing fishing action: 100BEB03A4CD0500000000005E05040000000000
07/31/16 21:29:53 | D | status changed to idle
07/31/16 21:29:53 | I | casting in 6.05 seconds
07/31/16 21:29:59 | I | checking fishing fatigue
07/31/16 21:29:59 | I | catches until fatigued: 193
07/31/16 21:29:59 | I | checking equipped fishing rod
07/31/16 21:29:59 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:29:59 | I | checking inventory space
07/31/16 21:29:59 | D | inventory count: 70, max: 80
07/31/16 21:29:59 | I | checking equipped bait
07/31/16 21:29:59 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:29:59 | W | casting fishing rod
07/31/16 21:30:00 | D | outgoing fish command: 1A0EFE03A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:30:01 | D | status changed to fishing
07/31/16 21:30:15 | D | outgoing fishing action: 100B2204A4CD0500000000005E05020000000000
07/31/16 21:30:15 | D | incoming fish hooked: 36082204A4CD05005E052C9C06000000
07/31/16 21:30:15 | D | incoming fish info: 150D230441090C006F000A0040016E002900000018000000
07/31/16 21:30:15 | I | catching fish in 5.39 seconds
07/31/16 21:30:15 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:30:21 | W | sending catch command
07/31/16 21:30:21 | D | outgoing fishing action: 100B0000A4CD0500000000005E05030018000000
07/31/16 21:30:21 | D | incoming fish caught: 27383104A4CD05005E054B9C040000003111000006000000B7020080000000004B656E7361690000000000000000000004000000430100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:30:21 | I | updating fishing fatigue
07/31/16 21:30:21 | D | catches until fatigued: 192
07/31/16 21:30:21 | I | updating fish database
07/31/16 21:30:21 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:30:27 | D | outgoing fishing action: 100B3F04A4CD0500000000005E05040000000000
07/31/16 21:30:28 | D | status changed to idle
07/31/16 21:30:28 | I | casting in 4.06 seconds
07/31/16 21:30:32 | I | checking fishing fatigue
07/31/16 21:30:32 | I | catches until fatigued: 192
07/31/16 21:30:32 | I | checking equipped fishing rod
07/31/16 21:30:32 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:30:32 | I | checking inventory space
07/31/16 21:30:32 | D | inventory count: 70, max: 80
07/31/16 21:30:32 | I | checking equipped bait
07/31/16 21:30:32 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:30:32 | W | casting fishing rod
07/31/16 21:30:32 | D | outgoing fish command: 1A0E4D04A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:30:33 | D | status changed to fishing
07/31/16 21:30:47 | D | outgoing fishing action: 100B7004A4CD0500000000005E05020000000000
07/31/16 21:30:47 | D | incoming fish hooked: 36087004A4CD05005E052C9C06055E05
07/31/16 21:30:47 | D | incoming fish info: 150D71046F090C006F000A0040016E002900000018000000
07/31/16 21:30:47 | I | catching fish in 5.82 seconds
07/31/16 21:30:47 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:30:53 | W | sending catch command
07/31/16 21:30:53 | D | outgoing fishing action: 100B0000A4CD0500000000005E05030018000000
07/31/16 21:30:53 | D | incoming fish caught: 27388004A4CD05005E054B9C04000000311100000700000005000000000000004B656E7361690000000000000000000004000000430100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:30:53 | I | updating fishing fatigue
07/31/16 21:30:53 | D | catches until fatigued: 191
07/31/16 21:30:53 | I | updating fish database
07/31/16 21:30:53 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:30:59 | D | outgoing fishing action: 100B8F04A4CD0500000000005E05040000000000
07/31/16 21:31:01 | D | status changed to idle
07/31/16 21:31:01 | I | casting in 5.46 seconds
07/31/16 21:31:06 | I | checking fishing fatigue
07/31/16 21:31:06 | I | catches until fatigued: 191
07/31/16 21:31:06 | I | checking equipped fishing rod
07/31/16 21:31:06 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:31:06 | I | checking inventory space
07/31/16 21:31:06 | D | inventory count: 70, max: 80
07/31/16 21:31:06 | I | checking equipped bait
07/31/16 21:31:06 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:31:06 | W | casting fishing rod
07/31/16 21:31:07 | D | outgoing fish command: 1A0EA004A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:31:07 | D | status changed to fishing
07/31/16 21:31:21 | D | outgoing fishing action: 100BC304A4CD0500000000005E05020000000000
07/31/16 21:31:21 | D | incoming fish hooked: 3608C304A4CD05005E052C9C06000000
07/31/16 21:31:22 | D | incoming fish info: 150DC404A0080C0071000A0040016E002900000018000000
07/31/16 21:31:22 | I | catching fish in 5.71 seconds
07/31/16 21:31:22 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:31:27 | W | sending catch command
07/31/16 21:31:27 | D | outgoing fishing action: 100B0000A4CD0500000000005E05030018000000
07/31/16 21:31:28 | D | incoming fish caught: 2738D304A4CD05005E054B9C04000000311100000700000000000000000000004B656E7361690000000000000000000000005F0B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:31:28 | I | updating fishing fatigue
07/31/16 21:31:28 | D | catches until fatigued: 190
07/31/16 21:31:28 | I | updating fish database
07/31/16 21:31:28 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:31:34 | D | outgoing fishing action: 100BE304A4CD0500000000005E05040000000000
07/31/16 21:31:36 | D | status changed to idle
07/31/16 21:31:36 | I | casting in 4.66 seconds
07/31/16 21:31:40 | I | checking fishing fatigue
07/31/16 21:31:40 | I | catches until fatigued: 190
07/31/16 21:31:40 | I | checking equipped fishing rod
07/31/16 21:31:40 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:31:40 | I | checking inventory space
07/31/16 21:31:40 | D | inventory count: 70, max: 80
07/31/16 21:31:40 | I | checking equipped bait
07/31/16 21:31:40 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:31:40 | W | casting fishing rod
07/31/16 21:31:41 | D | outgoing fish command: 1A0EF304A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:31:42 | D | status changed to fishing
07/31/16 21:31:56 | D | outgoing fishing action: 100B1805A4CD0500000000005E05020000000000
07/31/16 21:31:56 | D | incoming fish hooked: 36081805A4CD05005E052C9C060C02C0
07/31/16 21:31:56 | D | incoming fish info: 150D1905FC080C0070000A0040016E002900000018000000
07/31/16 21:31:56 | I | catching fish in 4.02 seconds
07/31/16 21:31:56 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:32:00 | W | sending catch command
07/31/16 21:32:00 | D | outgoing fishing action: 100B0000A4CD0500000000005E05030018000000
07/31/16 21:32:01 | D | incoming fish caught: 27382405A4CD05005E054B9C04000000311100000500000085030000A10000004B656E73616900000000000000000000003838FB000020000000000020A0030000386E1B0000000000000000000000000000000000000000000400000100000000000000000000000000000000000000
07/31/16 21:32:01 | I | updating fishing fatigue
07/31/16 21:32:01 | D | catches until fatigued: 189
07/31/16 21:32:01 | I | updating fish database
07/31/16 21:32:01 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:32:07 | D | outgoing fishing action: 100B3305A4CD0500000000005E05040000000000
07/31/16 21:32:07 | D | status changed to idle
07/31/16 21:32:07 | I | casting in 5.78 seconds
07/31/16 21:32:13 | I | checking fishing fatigue
07/31/16 21:32:13 | I | catches until fatigued: 189
07/31/16 21:32:13 | I | checking equipped fishing rod
07/31/16 21:32:13 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:32:13 | I | checking inventory space
07/31/16 21:32:13 | D | inventory count: 70, max: 80
07/31/16 21:32:13 | I | checking equipped bait
07/31/16 21:32:13 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:32:13 | W | casting fishing rod
07/31/16 21:32:13 | D | outgoing fish command: 1A0E4305A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:32:14 | D | status changed to fishing
07/31/16 21:32:28 | D | outgoing fishing action: 100B6605A4CD0500000000005E05020000000000
07/31/16 21:32:28 | D | incoming fish hooked: 36086605A4CD05005E052C9C06055E05
07/31/16 21:32:28 | D | incoming fish info: 150D670558090C006F000A0040016E002900000018000000
07/31/16 21:32:28 | I | catching fish in 5.76 seconds
07/31/16 21:32:28 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:32:34 | W | sending catch command
07/31/16 21:32:34 | D | outgoing fishing action: 100B0000A4CD0500000000005E05030018000000
07/31/16 21:32:35 | D | incoming fish caught: 27387605A4CD05005E054B9C040000003111000007000000A7020080000000004B656E7361690000000000000000000004000000430100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:32:35 | I | updating fishing fatigue
07/31/16 21:32:35 | D | catches until fatigued: 188
07/31/16 21:32:35 | I | updating fish database
07/31/16 21:32:35 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:32:41 | D | outgoing fishing action: 100B8605A4CD0500000000005E05040000000000
07/31/16 21:32:42 | D | status changed to idle
07/31/16 21:32:42 | I | casting in 4.02 seconds
07/31/16 21:32:46 | I | checking fishing fatigue
07/31/16 21:32:46 | I | catches until fatigued: 188
07/31/16 21:32:46 | I | checking equipped fishing rod
07/31/16 21:32:46 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:32:46 | I | checking inventory space
07/31/16 21:32:46 | D | inventory count: 71, max: 80
07/31/16 21:32:46 | I | checking equipped bait
07/31/16 21:32:46 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:32:46 | W | casting fishing rod
07/31/16 21:32:47 | D | outgoing fish command: 1A0E9405A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:32:48 | D | status changed to fishing
07/31/16 21:33:01 | D | outgoing fishing action: 100BB805A4CD0500000000005E05020000000000
07/31/16 21:33:02 | D | incoming fish hooked: 3608B805A4CD05005E052C9C06400700
07/31/16 21:33:02 | D | incoming fish info: 150DB905E5080C0070000A0040016E002900000018000000
07/31/16 21:33:02 | I | catching fish in 5.98 seconds
07/31/16 21:33:02 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:33:08 | W | sending catch command
07/31/16 21:33:08 | D | outgoing fishing action: 100B0000A4CD0500000000005E05030018000000
07/31/16 21:33:09 | D | incoming fish caught: 2738C905A4CD05005E054B9C04000000311100000700000000000000000000004B656E7361690000000000000000000004000000430100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:33:09 | I | updating fishing fatigue
07/31/16 21:33:09 | D | catches until fatigued: 187
07/31/16 21:33:09 | I | updating fish database
07/31/16 21:33:09 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:33:15 | D | outgoing fishing action: 100BD905A4CD0500000000005E05040000000000
07/31/16 21:33:16 | D | status changed to idle
07/31/16 21:33:16 | I | casting in 5.51 seconds
07/31/16 21:33:22 | I | checking fishing fatigue
07/31/16 21:33:22 | I | catches until fatigued: 187
07/31/16 21:33:22 | I | checking equipped fishing rod
07/31/16 21:33:22 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:33:22 | I | checking inventory space
07/31/16 21:33:22 | D | inventory count: 71, max: 80
07/31/16 21:33:22 | I | checking equipped bait
07/31/16 21:33:22 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:33:22 | W | casting fishing rod
07/31/16 21:33:22 | D | outgoing fish command: 1A0EEB05A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:33:23 | D | status changed to fishing
07/31/16 21:33:37 | D | outgoing fishing action: 100B0E06A4CD0500000000005E05020000000000
07/31/16 21:33:37 | D | incoming fish hooked: 36080E06A4CD05005E052C9C06000000
07/31/16 21:33:37 | D | incoming fish info: 150D0F0689080C0071000A0040016E002900000018000000
07/31/16 21:33:37 | I | catching fish in 4.94 seconds
07/31/16 21:33:37 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:33:42 | W | sending catch command
07/31/16 21:33:42 | D | outgoing fishing action: 100B0000A4CD0500000000005E05030018000000
07/31/16 21:33:43 | D | incoming fish caught: 27381C06A4CD05005E054B9C04000000311100000600000000000000A8E60C004B656E7361690000000000000000000000005F0B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:33:43 | I | updating fishing fatigue
07/31/16 21:33:43 | D | catches until fatigued: 186
07/31/16 21:33:43 | I | updating fish database
07/31/16 21:33:43 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:33:49 | D | outgoing fishing action: 100B2B06A4CD0500000000005E05040000000000
07/31/16 21:33:50 | D | status changed to idle
07/31/16 21:33:50 | I | casting in 6.28 seconds
07/31/16 21:33:57 | I | checking fishing fatigue
07/31/16 21:33:57 | I | catches until fatigued: 186
07/31/16 21:33:57 | I | checking equipped fishing rod
07/31/16 21:33:57 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:33:57 | I | checking inventory space
07/31/16 21:33:57 | D | inventory count: 71, max: 80
07/31/16 21:33:57 | I | checking equipped bait
07/31/16 21:33:57 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:33:57 | W | casting fishing rod
07/31/16 21:33:57 | D | outgoing fish command: 1A0E3F06A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:33:58 | D | status changed to fishing
07/31/16 21:34:12 | D | outgoing fishing action: 100B6306A4CD0500000000005E05020000000000
07/31/16 21:34:12 | D | incoming fish hooked: 36086306A4CD05005E052C9C06000000
07/31/16 21:34:12 | D | incoming fish info: 150D6406CE080C0070000A0040016E00290000001D000000
07/31/16 21:34:12 | I | catching fish in 4.80 seconds
07/31/16 21:34:12 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:34:17 | W | sending catch command
07/31/16 21:34:17 | D | outgoing fishing action: 100B0000A4CD0500000000005E0503001D000000
07/31/16 21:34:18 | D | incoming fish caught: 27387106A4CD05005E054B9C04000000311100000600000000000000090000004B656E7361690000000000000000000004000000430100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:34:18 | I | updating fishing fatigue
07/31/16 21:34:18 | D | catches until fatigued: 185
07/31/16 21:34:18 | I | updating fish database
07/31/16 21:34:18 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:34:24 | D | outgoing fishing action: 100B8106A4CD0500000000005E05040000000000
07/31/16 21:34:26 | D | status changed to idle
07/31/16 21:34:26 | I | casting in 6.43 seconds
07/31/16 21:34:32 | I | checking fishing fatigue
07/31/16 21:34:32 | I | catches until fatigued: 185
07/31/16 21:34:32 | I | checking equipped fishing rod
07/31/16 21:34:32 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:34:32 | I | checking inventory space
07/31/16 21:34:32 | D | inventory count: 71, max: 80
07/31/16 21:34:32 | I | checking equipped bait
07/31/16 21:34:32 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:34:32 | W | casting fishing rod
07/31/16 21:34:32 | D | outgoing fish command: 1A0E9506A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:34:33 | D | status changed to fishing
07/31/16 21:34:47 | D | outgoing fishing action: 100BB906A4CD0500000000005E05020000000000
07/31/16 21:34:47 | D | incoming fish hooked: 3608B906A4CD05005E052C9C06703330
07/31/16 21:34:48 | D | incoming fish info: 150DBA06E5080C0070000A0040016E00290000001D000000
07/31/16 21:34:48 | I | catching fish in 5.67 seconds
07/31/16 21:34:48 | D | incoming fish intuition: 2A100000A4CD0500311100000000000000000000000000005E05599C00000000
07/31/16 21:34:53 | W | sending catch command
07/31/16 21:34:53 | D | outgoing fishing action: 100B0000A4CD0500000000005E0503001D000000
07/31/16 21:34:54 | D | incoming fish caught: 2738C906A4CD05005E054B9C04000000311100000600000000000000000000004B656E7361690000000000000000000004000000430100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:34:54 | I | updating fishing fatigue
07/31/16 21:34:54 | D | catches until fatigued: 184
07/31/16 21:34:54 | I | updating fish database
07/31/16 21:34:54 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:35:00 | D | outgoing fishing action: 100BD806A4CD0500000000005E05040000000000
07/31/16 21:35:01 | D | status changed to idle
07/31/16 21:35:01 | I | casting in 6.65 seconds
07/31/16 21:35:08 | I | checking fishing fatigue
07/31/16 21:35:08 | I | catches until fatigued: 184
07/31/16 21:35:08 | I | checking equipped fishing rod
07/31/16 21:35:08 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:35:08 | I | checking inventory space
07/31/16 21:35:08 | D | inventory count: 71, max: 80
07/31/16 21:35:08 | I | checking equipped bait
07/31/16 21:35:08 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:35:08 | W | casting fishing rod
07/31/16 21:35:08 | D | outgoing fish command: 1A0EEC06A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:35:09 | D | status changed to fishing
07/31/16 21:35:23 | D | outgoing fishing action: 100B1007A4CD0500000000005E05020000000000
07/31/16 21:35:23 | D | incoming fish hooked: 36081007A4CD05005E052C9C06000000
07/31/16 21:35:23 | D | incoming fish intuition: 2A101007A4CD0500311100001C00000000000000000000005E05599C06000000
07/31/16 21:35:23 | D | incoming fish info: 150D110758090C006F000A0040014D00290002004F000000
07/31/16 21:35:23 | I | updating fish database
07/31/16 21:35:23 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:35:23 | I | catching fish in 5.10 seconds
07/31/16 21:35:29 | W | sending catch command
07/31/16 21:35:29 | D | outgoing fishing action: 100B0000A4CD0500000000005E0503004F000000
07/31/16 21:35:29 | D | incoming fish caught: 27381E07A4CD05005E054B9C04000000311100000600000004000000000000004B656E73616900000000000000000000000054010153656F79656F6E67000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:35:29 | I | updating fishing fatigue
07/31/16 21:35:29 | D | catches until fatigued: 183
07/31/16 21:35:29 | I | updating fish database
07/31/16 21:35:29 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:35:35 | D | outgoing fishing action: 100B2E07A4CD0500000000005E05040000000000
07/31/16 21:35:36 | D | status changed to idle
07/31/16 21:35:36 | I | casting in 5.41 seconds
07/31/16 21:35:42 | I | checking fishing fatigue
07/31/16 21:35:42 | I | catches until fatigued: 183
07/31/16 21:35:42 | I | checking equipped fishing rod
07/31/16 21:35:42 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:35:42 | I | checking inventory space
07/31/16 21:35:42 | D | inventory count: 71, max: 80
07/31/16 21:35:42 | I | checking equipped bait
07/31/16 21:35:42 | D | wardrobe3 slot: 35, id: 16998
07/31/16 21:35:42 | W | casting fishing rod
07/31/16 21:35:42 | D | outgoing fish command: 1A0E3E07A4CD05005E050E0000000000000000000000000000000000
07/31/16 21:35:43 | D | status changed to fishing
07/31/16 21:35:57 | D | outgoing fishing action: 100B6207A4CD0500000000005E05020000000000
07/31/16 21:35:57 | D | incoming fish hooked: 36086207A4CD05005E052C9C06400700
07/31/16 21:35:57 | D | incoming fish intuition: 2A106207A4CD050031110000F636000000000000000000005E05599C06000000
07/31/16 21:35:57 | D | incoming fish info: 150D6307CE080C0070000A0040014D002900020054000000
07/31/16 21:35:57 | I | updating fish database
07/31/16 21:35:57 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:35:57 | I | catching fish in 5.89 seconds
07/31/16 21:36:03 | W | sending catch command
07/31/16 21:36:03 | D | outgoing fishing action: 100B0000A4CD0500000000005E05030054000000
07/31/16 21:36:04 | D | incoming fish caught: 27387307A4CD05005E054B9C040000003111000007000000000000001FCF13004B656E7361690000000000000000000004000000430100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
07/31/16 21:36:04 | I | updating fishing fatigue
07/31/16 21:36:04 | D | catches until fatigued: 182
07/31/16 21:36:04 | I | updating fish database
07/31/16 21:36:04 | D | updated fish bite id: 20971530, item id: 4401
07/31/16 21:36:09 | D | outgoing fishing action: 100B8207A4CD0500000000005E05040000000000
07/31/16 21:36:10 | D | status changed to idle
07/31/16 21:36:10 | I | casting in 6.43 seconds
07/31/16 21:36:17 | I | checking fishing fatigue
07/31/16 21:36:17 | I | catches until fatigued: 182
07/31/16 21:36:17 | I | checking equipped fishing rod
07/31/16 21:36:17 | D | wardrobe3 slot: 5, id: 17015
07/31/16 21:36:17 | I | checking inventory space
07/31/16 21:36:17 | D | inventory count: 71, max: 80
